consideration_offered,shares_acquired,shares_at_announcement,acquiror_code,target_code,target_status,acquisition_count,bidder_count,month,cross_border,relatedness,economic_sector_ac,business_sector_ac,economic_sector_target,business_sector_target,car_1,car_3,car_5,car_10
Other,full,no,52101010,52203040,others,11,1,3,cross_border,economic_sector,Industrials,Industrial Goods,Industrials,Industrial & Commercial Services,0.0263429412053518,-0.0673539970348843,-0.0669131408506947,0.0292901721644228
Other,full,no,52203040,52203040,others,4,1,3,cross_border,industry,Industrials,Industrial & Commercial Services,Industrials,Industrial & Commercial Services,0.0433898336063224,0.0265808874995209,0.0265808874995209,0.1756955586878319
Cash,full,no,60101010,54301020,others,0,1,3,cross_border,not_related,Real Estate,Real Estate,Consumer Non-Cyclicals,Food & Drug Retailing,-0.0078521600744084,-0.004858107038779,-0.004858107038779,0.0220707341779875
Other,full,no,54102020,54102020,others,2,1,3,national,industry,Consumer Non-Cyclicals,Food & Beverages,Consumer Non-Cyclicals,Food & Beverages,0.0163284552256227,0.0151214031797524,0.0151214031797524,0.0764630577568561
Other,not_full,yes,52203040,57201010,others,5,1,3,national,not_related,Industrials,Industrial & Commercial Services,Technology,Software & IT Services,0.0433898336063224,0.0265808874995209,0.0265808874995209,0.1756955586878319
Cash,full,no,60102020,60101010,others,26,1,3,cross_border,business_sector,Real Estate,Real Estate,Real Estate,Real Estate,-0.019767123837551,-0.0297528615264518,-0.0325018869812799,0.0041293933425313
Other,full,no,56101020,52102010,others,8,1,3,national,not_related,Healthcare,Healthcare Services & Equipment,Industrials,Industrial Goods,0.0246173438808371,0.0373493324697551,0.0445646080655123,0.0240278111191998
Other,full,no,55101010,55101030,others,15,1,3,cross_border,industry_group,Financials,Banking & Investment Services,Financials,Banking & Investment Services,0.0041832360996029,-0.0041161386268967,0.0076496557134981,0.0005129803034642
Cash,full,no,50102020,50102020,others,16,1,3,cross_border,industry,Energy,Energy - Fossil Fuels,Energy,Energy - Fossil Fuels,-0.0043118853929962,0.0139111132970753,-0.0134219507885935,0.009007426307064
Other,full,no,57201030,57201020,others,3,1,3,cross_border,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,0.009518559925855,0.0016731927089997,0.0334259935075125,0.0776925509360419
Other,full,no,57201020,57201020,others,50,1,3,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,-0.0043260031245957,0.0005309511774919,0.0080736849190191,-0.0071841585083933
Other,full,no,57401010,56202010,others,3,1,3,cross_border,not_related,Technology,Telecommunications Services,Healthcare,Pharmaceuticals & Medical Research,-0.0144160440673861,0.0009028557421886,-0.0553968351725195,0.1012959567663435
Other,full,no,52102010,57106010,others,2,1,3,national,not_related,Industrials,Industrial Goods,Technology,Technology Equipment,-0.0090521313936173,0.0498820134199597,0.0488156373599901,0.0774571002908866
Cash,full,no,56102010,56102010,others,11,1,3,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,0.0362946339921813,0.0636703611207103,0.0636703611207103,0.0856814393567724
Cash,full,no,54102020,54102020,others,14,1,3,cross_border,industry,Consumer Non-Cyclicals,Food & Beverages,Consumer Non-Cyclicals,Food & Beverages,0.0088735515010718,-0.0052942636100253,-0.0052942636100253,-0.0216808974577361
Cash,full,no,60102020,60101010,others,16,1,3,cross_border,business_sector,Real Estate,Real Estate,Real Estate,Real Estate,0.0026541217558385,-0.0220365532262614,-0.0220365532262614,0.0068231817234271
Cash,not_full,no,55102010,55102050,others,27,1,3,national,industry_group,Financials,Banking & Investment Services,Financials,Banking & Investment Services,-0.002518233537381,0.0239898953630078,0.0239898953630078,0.0264751768730973
Other,full,no,52203040,57201020,others,84,1,3,cross_border,not_related,Industrials,Industrial & Commercial Services,Technology,Software & IT Services,0.0146786038211562,0.0414731655011904,0.0144961552444673,0.0826344870833082
Other,full,no,57201030,57201020,others,4,1,3,cross_border,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,-0.0039523580174035,0.0295428888066179,0.0452192529348305,0.0786942250881543
Cash,full,no,54101030,54102020,others,41,1,3,national,business_sector,Consumer Non-Cyclicals,Food & Beverages,Consumer Non-Cyclicals,Food & Beverages,-0.0066859970147031,0.0025398367545271,0.0088958226611983,0.0169863936179838
Other,full,no,57201030,57201020,others,27,1,3,national,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,0.0109973176730839,0.0592417712124991,0.0546660036774874,0.0209732797166478
Other,full,no,55101010,55301010,others,13,1,4,cross_border,economic_sector,Financials,Banking & Investment Services,Financials,Insurance,-0.0211359119680196,-0.0518738281163666,-0.0379430817076982,-0.0609110472908911
Other,full,no,52101010,57201020,others,25,1,4,cross_border,not_related,Industrials,Industrial Goods,Technology,Software & IT Services,-0.0282282802473282,-0.0266716369806241,-0.01572712415382,-0.0282370986550367
Other,full,no,56102010,56102010,others,5,1,4,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,-0.0988953905243857,-0.0103003447760579,0.024000274779983,0.0220125026325607
Other,full,no,55101010,55301030,others,4,1,4,cross_border,economic_sector,Financials,Banking & Investment Services,Financials,Insurance,-0.0297669530373616,-0.0456617198000588,-0.0463670546724093,-0.0520747400660644
Other,full,no,54201030,54201030,others,33,1,4,cross_border,industry,Consumer Non-Cyclicals,Personal & Household Products & Services,Consumer Non-Cyclicals,Personal & Household Products & Services,-0.0879709763612761,-0.0982014725825685,-0.1118266979769657,-0.0835399650676688
Cash,full,no,60102020,60101010,others,11,1,4,cross_border,business_sector,Real Estate,Real Estate,Real Estate,Real Estate,0.0014268143410759,-0.0018644878224408,-0.0017911344740239,0.0263075547853548
Other,full,no,57201030,53302040,others,28,1,4,cross_border,not_related,Technology,Software & IT Services,Consumer Cyclicals,Cyclical Consumer Services,0.0288099111447402,0.0098295256720871,0.0216573698615211,0.0333611175648222
Other,full,no,55101010,55301030,others,2,1,4,cross_border,economic_sector,Financials,Banking & Investment Services,Financials,Insurance,-0.0159197982552343,-0.0122445600551499,-0.0056793399710094,-0.0130478832512361
Other,full,no,54102020,54201010,others,6,1,4,cross_border,economic_sector,Consumer Non-Cyclicals,Food & Beverages,Consumer Non-Cyclicals,Personal & Household Products & Services,-0.0076966349282399,-0.0327381341306358,-0.0324528258921448,0.0025870506349335
Other,full,no,53101020,53101020,others,4,1,4,cross_border,industry,Consumer Cyclicals,Automobiles & Auto Parts,Consumer Cyclicals,Automobiles & Auto Parts,0.0084467825810984,0.0311624796832589,0.0449304342042623,-0.0283821307386136
Other,full,no,60101010,53301010,others,10,1,4,cross_border,not_related,Real Estate,Real Estate,Consumer Cyclicals,Cyclical Consumer Services,-0.0072805996440641,-4.623019812255436e-05,0.0377232981442048,0.0573646056161999
Cash,not_full,yes,57201010,52203020,others,4,1,4,national,not_related,Technology,Software & IT Services,Industrials,Industrial & Commercial Services,0.0111405098368423,-0.0139265461266044,-0.0139265461266044,-0.0221081229559518
Other,full,no,53301010,53301010,others,3,1,4,national,industry,Consumer Cyclicals,Cyclical Consumer Services,Consumer Cyclicals,Cyclical Consumer Services,0.004303935134416,-0.0416750030270453,-0.0416750030270453,-0.0272430959512104
Cash,full,no,57201020,57201020,public,51,1,4,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,0.011151878671109,0.007404747525109,0.0109455782210435,0.0217645031940958
Other,full,no,52203040,57201020,others,0,1,4,cross_border,not_related,Industrials,Industrial & Commercial Services,Technology,Software & IT Services,0.0148133946987856,0.0569732699921661,0.0706903535467818,-0.0280049638989643
Other,full,no,60101020,60101010,others,3,1,4,cross_border,industry_group,Real Estate,Real Estate,Real Estate,Real Estate,0.0093418521346539,-0.019247930465859,0.0220709560124232,-0.0004028851572015
Cash,full,no,54102020,54102020,others,18,1,4,cross_border,industry,Consumer Non-Cyclicals,Food & Beverages,Consumer Non-Cyclicals,Food & Beverages,-0.0044050147975372,-0.0049500537715305,-0.0291223045245475,-0.0138848802955854
Other,full,no,57102010,57201020,others,121,1,4,cross_border,economic_sector,Technology,Technology Equipment,Technology,Software & IT Services,-0.0194800246135214,-0.0195146832300713,-0.0214770692703869,-0.0021310527230368
Other,not_full,yes,56101020,56101020,public,39,1,4,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,0.0148715751546379,0.038687884003012,-0.0168016191845239,0.0442482647779397
Other,full,no,57201020,57201020,public,20,1,4,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,-0.0728762824466769,-0.0539875384699397,-0.0774756791549036,-0.1065966089408467
Cash,full,no,51201020,51201020,others,7,1,4,cross_border,industry,Basic Materials,Mineral Resources,Basic Materials,Mineral Resources,0.075595538569366,0.0763045430014377,-0.0212853606891805,-0.0921183167817425
Other,full,no,57201010,52203040,others,2,1,4,cross_border,not_related,Technology,Software & IT Services,Industrials,Industrial & Commercial Services,0.0049095298386458,0.0215823748449002,-0.0565207639040402,-0.0782727452058361
Other,full,no,57105010,53302010,others,21,1,4,cross_border,not_related,Technology,Technology Equipment,Consumer Cyclicals,Cyclical Consumer Services,-0.0045710574138563,0.0057495642328403,-0.0070298072982044,-0.0084371425001303
Other,full,no,52101010,52102010,others,19,1,4,national,business_sector,Industrials,Industrial Goods,Industrials,Industrial Goods,0.0125970767384214,0.0033320368104374,-0.0079722867309184,-0.0107456846024061
Other,full,no,56101020,56101010,others,9,1,4,national,industry_group,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,-0.0142401991451461,-0.0198259303240095,-0.0020123958348985,0.0009707217725576
Other,full,no,56101020,57201010,others,53,1,4,national,not_related,Healthcare,Healthcare Services & Equipment,Technology,Software & IT Services,-0.032439557178045,-0.0087604634049731,-0.003671487482832,0.0360430171301305
Cash,full,no,52405020,51101020,others,3,1,4,cross_border,not_related,Industrials,Transportation,Basic Materials,Chemicals,0.0394809676754353,0.0599057840238149,0.0599057840238149,-0.0685237167475666
Other,full,no,57101010,57201010,others,1,1,4,cross_border,economic_sector,Technology,Technology Equipment,Technology,Software & IT Services,0.0539008563491671,0.0510548302635675,0.0574730624680067,0.0185901158029387
Other,full,no,56101010,56202010,others,3,1,4,cross_border,economic_sector,Healthcare,Healthcare Services & Equipment,Healthcare,Pharmaceuticals & Medical Research,-0.0285919848793757,-0.0069851559401322,-0.0174757375984212,-0.0168069827679914
Cash,full,no,51101010,56202010,others,11,1,4,cross_border,not_related,Basic Materials,Chemicals,Healthcare,Pharmaceuticals & Medical Research,-0.0092413130714349,-0.0207542216674689,-0.1101661736065573,0.0193916125270078
Other,full,no,51302020,53302010,others,1,1,4,cross_border,not_related,Basic Materials,Applied Resources,Consumer Cyclicals,Cyclical Consumer Services,-0.0276440079229302,-0.0212322569662151,-0.0507229473331002,-0.0213484518988291
Other,full,no,57201010,57201020,others,20,1,4,cross_border,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,-0.0008439253902478,-0.0592295684904968,0.0606317817457672,0.048478617277459
Other,full,no,57106030,57106030,others,41,1,4,cross_border,industry,Technology,Technology Equipment,Technology,Technology Equipment,0.0259782240757653,0.0948468567455458,0.0753447090595688,0.0844178650207609
Other,full,no,57102010,57102010,others,122,1,4,cross_border,industry,Technology,Technology Equipment,Technology,Technology Equipment,-0.0140854124023434,-0.0208094475583162,-0.0172099552707618,0.0046805479170246
Cash,not_full,yes,53202010,53403040,others,0,1,4,national,economic_sector,Consumer Cyclicals,Cyclical Consumer Products,Consumer Cyclicals,Retailers,0.0773573311114244,0.0299632675060398,0.0516696857374211,0.0662022226016229
Cash,full,no,60101010,53301010,others,0,1,4,cross_border,not_related,Real Estate,Real Estate,Consumer Cyclicals,Cyclical Consumer Services,0.0145558455624386,-0.0038741824613521,-0.0038741824613521,0.0331417882052956
Cash,full,no,53301010,53301010,others,4,1,4,cross_border,industry,Consumer Cyclicals,Cyclical Consumer Services,Consumer Cyclicals,Cyclical Consumer Services,-0.0073603817144703,-0.0340320588151679,-0.0340320588151679,-0.0710685931175229
Cash,full,no,60102040,53301010,others,5,1,4,cross_border,not_related,Real Estate,Real Estate,Consumer Cyclicals,Cyclical Consumer Services,0.0322547667338448,0.0178179342071315,0.0178179342071315,0.0317667980654379
Other,full,no,59103010,59103010,others,6,1,4,cross_border,industry,Utilities,Utilities,Utilities,Utilities,0.0228767965535793,-0.0093605124291037,-0.0093605124291037,0.0763459133363007
Other,full,no,56101010,56101020,others,2,1,4,national,industry_group,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,-0.0340175798939177,-0.1506677216621605,-0.1506677216621605,-0.1649341179840229
Other,full,no,52203040,52203040,others,0,1,4,national,industry,Industrials,Industrial & Commercial Services,Industrials,Industrial & Commercial Services,0.032175891299048,0.0127597685691889,0.0127597685691889,0.0927620985667575
Other,full,no,57201020,57201010,others,8,1,4,national,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,0.0805052115005132,0.1402446682719086,0.1402446682719086,0.1021758331571279
Cash,full,no,57101010,57101010,others,2,1,4,cross_border,industry,Technology,Technology Equipment,Technology,Technology Equipment,0.0037453907979018,-0.0843121792150518,-0.0973295465616618,-0.0215014649189433
Cash,full,no,60101010,53301010,others,11,1,4,cross_border,not_related,Real Estate,Real Estate,Consumer Cyclicals,Cyclical Consumer Services,0.0071913403779028,0.0076431790962475,0.0173743827921357,0.0047971826408247
Cash,full,no,60101010,53301010,others,12,1,4,cross_border,not_related,Real Estate,Real Estate,Consumer Cyclicals,Cyclical Consumer Services,0.0071913403779028,0.0076431790962475,0.0173743827921357,0.0047971826408247
Cash,full,no,60101010,53301010,others,13,1,4,cross_border,not_related,Real Estate,Real Estate,Consumer Cyclicals,Cyclical Consumer Services,0.0071913403779028,0.0076431790962475,0.0173743827921357,0.0047971826408247
Cash,full,no,60101010,53301010,others,14,1,4,cross_border,not_related,Real Estate,Real Estate,Consumer Cyclicals,Cyclical Consumer Services,0.0071913403779028,0.0076431790962475,0.0173743827921357,0.0047971826408247
